Id,Start time,Completion time,Email,Name,Interviewer Name,How did you get to this Nonna's today?,"        Just before coming here, where were you?",        Please select the area for your movie/ recreation?,        Please select the area of your shopping?,        Please select your area of work?,        Please select the area your college is located in?,Please select the area you're coming from?,Please specify where in Deccan?,Please specify where in Erandawne?,Please specify where in Kothrud?,Please specify where in Shivajinagar?,Please specify where in Old City?,"After leaving Nonna's today, where are you headed next?",Please select where are you going to?,        Please select the area you're going to for movies/ fun,        Please select the area you're going to for shopping,        Please select the area you're going to for work,        Please select your college area,Please select area in Deccan?,Please select area in Erandawne?,Please select area in Kothrud?,Please select area in Shivajinagar?,Please select area in Old City?,How many people are you here with?,When did you make a decision to eat at Nonna's?,Is it your first time visiting SiNonna's?,How did you discover Nonna's during your first visit?            ,How often do you visit Nonna's in particular?,What was the occasion of your eat out today?,What made you choose Nonna's for eating out?,How many times do you order Nonna's from Swiggy/ Zomato,How did you discover this Nonna's today?,What was the occasion for your visit to Nonna's today?,What brought you to Nonna's today?,How often do you eat out or order food from a restaurant?,How often do you eat out at a Premium/ Fine Dine Restaurant            ,Which of the following best depicts your age?,Gender,Marital Status,Occupation,What vehicle do you or your family own?,Where do you reside currently?,Would you visit Nonna's again in future?
62,6/26/2025 13:58,6/26/2025 14:01,anonymous,,?s,Auto/ Cab,Came from Work/ Office,,,Deccan,,,,,,,,To Work/ Office,,,,Deccan,,,,,,,1,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,2-3 times a month,,,,2-3 times a week,2-3 times per month,24-34,Female,Married but no kids,Salaried Professional,None,2BHK,Yes
63,6/26/2025 14:09,6/26/2025 14:12,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Old City,,,,,Sadashiv Peth,To Home,Shivajinagar,,,,,,,,,,1,Planned long back ,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,1 time per month,Once every 2-3 months,24-34,Female,Unmarried/ Single,Entrepreneur/ Business Owner,,,Yes
64,6/26/2025 14:01,6/26/2025 14:16,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Shivajinagar,,,,Modern College,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,2-3 times per month,2-3 times a week,24-34,Male,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own both,,Yes
65,6/26/2025 14:13,6/26/2025 14:49,anonymous,,Kd,Auto/ Cab,At Home,,,,,Deccan,Prabhat Road / Bhandarkar Road,,,,,Shopping,,,FC Road,,,,,,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,18-24,Female,Unmarried/ Single,Student,None,7 bhk,Yes
66,6/26/2025 14:16,6/26/2025 15:15,anonymous,,Ks,Auto/ Cab, Na,,,,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Work meeting/ Business outing,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,35-44,Male,Married with youngest kid (Below 12),Salaried Professional,We own both,2BHK,Yes
67,6/26/2025 14:49,6/26/2025 15:26,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Work/ Office,,,,Deccan,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times a week,18-24,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
68,6/26/2025 15:15,6/26/2025 15:27,anonymous,,Ks,Walking,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,2,Planned long back ,I come here often,Walk-in/ Saw it while passing by,Once every 6 months,Work meeting/ Business outing,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,2-3 times per month,45-54,Female,,Salaried Professional,,,Yes
69,6/26/2025 15:27,6/26/2025 15:43,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,Shopping,,,Pavillion Mall,,,,,,,,2,Planned yesterday,First time,,,,,,A friend told me,Date,I wanted to try Sourdough Pizza ,1 time per month,1 time per month,18-24,Male,Unmarried/ Single,Salaried Professional,We own a car,1 BHK,Yes
70,6/26/2025 15:27,6/26/2025 15:44,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To College,,,,,Kothrud,,,,,,3,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Hangout with Friends,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times per month,2-3 times per month,18-24,Female,Unmarried/ Single,Student,,,Yes
71,6/26/2025 15:43,6/26/2025 18:55,anonymous,,Kd,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To Home,Old City,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Work meeting/ Business outing,Nonna's famous Tiramisu,Almost Everyday,2-3 times a week,18-24,Male,Unmarried/ Single,Student,We own a car,3 BHK,Yes
72,6/26/2025 19:57,6/26/2025 19:58,anonymous,,Ks,Walking,Shopping,,FC Road,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
73,6/26/2025 19:58,6/26/2025 20:08,anonymous,,Kd,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Deccan,,,,,Deccan,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,2-3 times a month,,,,Once a week,2-3 times a week,24-34,Male,Married with youngest kid (Below 12),Salaried Professional,We own both,2BHK,Yes
74,6/26/2025 15:45,6/26/2025 20:32,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Old City,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a car,,Yes
75,6/26/2025 20:08,6/26/2025 21:01,anonymous,,Ks,Auto/ Cab,At Home,,,,,Shivajinagar,,,,Modern College,,To Home,Erandawne,,,,,,Karve Road,,,,2,Planned yesterday,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,18-24,Prefer not to say,Unmarried/ Single,Salaried Professional,,,No
76,6/26/2025 20:32,6/26/2025 21:17,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,18-24,Female,,Salaried Professional,,,Yes
77,6/26/2025 21:01,6/26/2025 21:46,anonymous,,Kd,Own Vehicle,At Home,,,,,Deccan,Prabhat Road / Bhandarkar Road,,,,,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,1,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,,Yes
78,6/26/2025 21:46,6/26/2025 21:59,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Hadapsar ,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,2,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,1 time per month,Once every 2-3 months,24-34,Female,Unmarried/ Single,Salaried Professional,,,Yes
79,6/26/2025 22:05,6/26/2025 22:06,anonymous,,,Own Vehicle,Shopping,,FC Road,,,,,,,,,Shopping,,,FC Road,,,,,,,,2,Planned long back ,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Almost Everyday,2-3 times a week,18-24,Female,Married with youngest kid (Below 12),Student,We own both,3 BHK,Yes
80,6/26/2025 21:17,6/26/2025 22:08,anonymous,,Ks,Own Vehicle,At Home,,,,,Kondhwa,,,,,,To watch Movie/ Out for fun,,E square ,,,,,,,,,1,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Once every 2-3 months,2-3 times per month,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own both,1 BHK,Yes
81,6/26/2025 22:07,6/26/2025 22:24,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,,To Home,Shivajinagar,,,,,,,,,,3,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Once a quarter,,,,2-3 times a week,1 time per month,35-44,Female,Married with youngest kid (Above 12),Homemaker,We own both,2BHK,Yes
82,6/26/2025 22:08,6/26/2025 22:26,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,3,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own both,Bunglow ,Yes
83,6/26/2025 22:27,6/26/2025 22:32,anonymous,,Ks,Auto/ Cab,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,3,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Student,We own a car,2BHK,Yes
84,6/26/2025 22:53,6/26/2025 22:56,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,To Home,Erandawne,,,,,,Law College Road,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once every 2-3 months,Once every 2-3 months,45-54,Male,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
85,6/26/2025 22:24,6/26/2025 22:57,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Yerwada,,,,,,,,To Home,Mumbai,,,,,,,,,,1,Planned long back ,First time,,,,,,I was walking by and came in,Family Outing,Nonna's famous Tiramisu,Once every 2-3 months,Once every 2-3 months,55+,Female,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,None,Hostel,Yes
86,6/26/2025 22:56,6/26/2025 23:00,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Old City,,,,,Narayan Peth,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Date,I wanted to try Sourdough Pizza ,Once every 2-3 months,Once every 2-3 months,24-34,Male,Unmarried/ Single,Student,We own a 2-wheeler,1 BHK,Yes
87,6/26/2025 23:00,6/26/2025 23:02,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Hinjewadi,,,,,,,,To Home,Hinjewadi,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,18-24,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,1 BHK,Yes
88,6/26/2025 22:57,6/26/2025 23:13,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,4,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Hangout with Friends,Pizza with Drinks sounded like a good combo,Never ordered online,,,,Once a week,Once every 2-3 months,24-34,Male,Unmarried/ Single,Salaried Professional,We own a car,,Yes
89,6/26/2025 23:02,6/26/2025 23:19,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To visit Friends/ Relatives,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,Once a week,1 time per month,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
90,6/27/2025 13:09,6/27/2025 13:22,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,Old City,,,,,,,,,,3,Planned long back ,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per week,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,,Yes
91,6/27/2025 13:44,6/27/2025 14:14,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,2,Planned yesterday,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,18-24,Male,Unmarried/ Single,Student,We own a 2-wheeler,2BHK,Yes
92,6/27/2025 13:22,6/27/2025 14:18,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,5 or more,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Student,,,Yes
93,6/27/2025 14:14,6/27/2025 14:27,anonymous,,Ks,Auto/ Cab,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,2,Planned yesterday,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per month,18-24,Female,Unmarried/ Single,Student,We own a car,2BHK,Yes
94,6/27/2025 14:18,6/27/2025 14:30,anonymous,,Kd,Own Vehicle,At College,,,,Fergusson / BMCC,,,,,,,Shopping,,,FC Road,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Date,I wanted to try Sourdough Pizza ,Almost Everyday,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own both,3 BHK,No
95,6/27/2025 14:27,6/27/2025 15:01,anonymous,,Kd,Walking,Shopping,,FC Road,,,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,1,Planned yesterday,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,Once every 2-3 months,Once every 2-3 months,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
96,6/27/2025 15:01,6/27/2025 15:04,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Dagdusheth,,,,,,,,,,Shopping,,,FC Road,,,,,,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Date,I wanted to try Sourdough Pizza ,1 time per month,Once every 2-3 months,18-24,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,,Yes
97,6/27/2025 15:05,6/27/2025 15:10,anonymous,,Ks,Auto/ Cab,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,2-3 times a week,2-3 times per month,24-34,Male,Married with youngest kid (Below 12),Salaried Professional,We own a 2-wheeler,2BHK,Yes
98,6/27/2025 15:10,6/27/2025 15:14,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Satara ,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,1 time per week,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
99,6/27/2025 15:14,6/27/2025 15:53,anonymous,,Ks,Own Vehicle,At College,,,,Fergusson / BMCC,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,2,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per week,18-24,Female,Unmarried/ Single,Student,We own a 2-wheeler,2BHK,Yes
100,6/27/2025 15:53,6/27/2025 16:28,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Viman nagar,,,,,,To Home,Hadapsar,,,,,,,,,,1,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
101,6/27/2025 16:28,6/27/2025 16:35,anonymous,,Ks,Auto/ Cab,Came from Work/ Office,,,Balewadi,,,,,,,,To Work/ Office,,,,Balewadi,,,,,,,1,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Date,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,Once every 2-3 months,18-24,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,3 BHK,Yes
102,6/27/2025 16:35,6/27/2025 16:42,anonymous,,Kd,Walking,At Home,,,,,Pcmc,,,,,,To watch Movie/ Out for fun,,R Deccan,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Food Blogger/ Influencer,Casual Meal,I wanted to try Sourdough Pizza ,Once every 2-3 months,Once every 2-3 months,18-24,Male,Unmarried/ Single,Student,We own both,3 BHK,Yes
103,6/27/2025 14:30,6/27/2025 17:53,anonymous,,Ks,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Hangout with Friends,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,1 time per week,18-24,Female,Unmarried/ Single,Student,We own both,Bunglow,Yes
104,6/27/2025 19:08,6/27/2025 19:11,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,1,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,Once every 2-3 months,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
105,6/27/2025 19:11,6/27/2025 20:11,anonymous,,Kd,Own Vehicle,Shopping,,JM Road,,,,,,,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,2,1-3 hours ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
106,6/27/2025 17:53,6/27/2025 20:14,anonymous,,Ks,Own Vehicle,At Home,,,,,Katraj,,,,,,To Home,Katraj,,,,,,,,,,2,Planned yesterday,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,1 time per month,Once every 2-3 months,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
107,6/27/2025 20:11,6/27/2025 20:14,anonymous,,Kd,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,Deccan,,,,,Deccan,,,,,2,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,2-3 times a month,,,,Almost Everyday,2-3 times per month,35-44,Female,Married with youngest kid (Above 12),Salaried Professional,,2BHK,Yes
108,6/27/2025 20:14,6/27/2025 20:40,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,FC Road,,,,,,,,To Home,Keshavnagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,1 time per week,24-34,Male,Married but no kids,Salaried Professional,We own both,2BHK,No
109,6/27/2025 20:14,6/27/2025 21:00,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Once a month,,,,Once a week,2-3 times a week,35-44,Male,Married with youngest kid (Above 12),Salaried Professional,We own both,2BHK,Yes
110,6/27/2025 21:00,6/27/2025 21:24,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Kothrud,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,3,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,1 time per month,45-54,Male,Married with youngest kid (Below 12),Salaried Professional,We own a car,2BHK,Yes
111,6/27/2025 21:39,6/27/2025 21:44,anonymous,,Ks,Walking,Came from Work/ Office,,,Mgpt,,,,,,,,Na,,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Hangout with friends,I wanted to try Sourdough Pizza ,Almost Everyday,2-3 times a week,Below 18,Male,Unmarried/ Single,Student,We own a car,1 BHK,Yes
112,6/27/2025 21:10,6/27/2025 21:49,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,,To Home,Shivajinagar,,,,,,,,,,3,1-3 hours ago,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,35-44,Female,Married with youngest kid (Above 12),Salaried Professional,We own a car,3 BHK,Yes
113,6/27/2025 21:44,6/27/2025 21:50,anonymous,,Kd,Own Vehicle,At College,,,,Garware,,,,,,,To College,,,,,Agriculture College,,,,,,3,1-3 hours ago,I come here often,Reservation Apps - DineOut/ Zomato Gold,Once a quarter,Date,I saw a good offer at Nonna's,Once a month,,,,2-3 times per month,2-3 times per month,35-44,Female,Married but no kids,Freelancer,We own a 2-wheeler,3 BHK,No
114,6/27/2025 21:49,6/27/2025 21:53,anonymous,,Ks,Auto/ Cab,At Home,,,,,Kothrud,,,Dahanukar Colony / Kothrud Bus Stand,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,2,Planned long back ,I come here often,Reservation Apps - DineOut/ Zomato Gold,Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Once a quarter,,,,Once a week,1 time per month,18-24,Female,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,2BHK,Yes
115,6/27/2025 21:50,6/27/2025 21:54,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Shivajinagar,,,,,,,,,,3,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Hangout with Friends,Nonna's famous Tiramisu ,Once every 6 months,,,,2-3 times per month,2-3 times per month,24-34,Female,Unmarried/ Single,Student,We own both,1 BHK,Yes
